clientes_idclientes,producto_idproducto,tipo_entrega,estatus,fecha_registro
59,35,domicilio,lista,2019-02-08 1:53
95,454,domicilio,lista,2019-09-10 1:21
87,709,piso,en curso,2019-10-06 10:22
69,907,domicilio,en curso,2020-02-28 4:39
81,702,domicilio,en curso,2020-12-24 6:47
6,636,domicilio,lista,2019-01-19 1:35
73,219,piso,en curso,2020-05-25 8:29
42,115,piso,lista,2020-07-11 5:10
64,972,domicilio,lista,2020-11-16 10:38
45,152,domicilio,lista,2020-07-18 10:29
76,505,piso,lista,2021-05-31 4:03
21,356,domicilio,lista,2019-05-25 8:27
57,48,domicilio,lista,2021-05-15 12:50
54,55,domicilio,lista,2019-09-12 1:50
11,858,domicilio,lista,2020-01-22 3:46
94,783,domicilio,lista,2020-04-12 10:23
82,515,piso,lista,2020-10-30 5:21
53,87,domicilio,lista,2019-04-24 6:39
58,868,piso,lista,2020-02-06 1:54
4,261,domicilio,lista,2020-04-05 5:10
48,68,piso,lista,2021-07-13 2:51
74,522,piso,en curso,2021-10-21 6:43
77,211,domicilio,en curso,2019-03-17 2:56
69,623,piso,lista,2020-05-04 10:49
17,365,piso,en curso,2020-09-19 6:12
95,825,piso,lista,2021-08-31 8:45
14,495,piso,en curso,2020-04-02 12:22
36,78,piso,lista,2019-10-17 12:34
62,588,piso,lista,2020-09-29 4:05
58,396,piso,lista,2020-06-06 6:12
53,14,domicilio,lista,2020-08-06 1:03
21,258,piso,lista,2019-07-28 2:07
17,796,domicilio,lista,2021-10-03 10:20
92,698,domicilio,lista,2021-03-12 12:30
49,106,domicilio,en curso,2020-12-27 4:35
18,312,piso,lista,2019-09-25 10:12
22,203,domicilio,lista,2019-02-27 10:31
62,773,piso,en curso,2020-04-28 9:40
76,122,piso,en curso,2020-01-09 1:13
81,505,domicilio,en curso,2019-05-05 8:09
57,814,piso,lista,2021-12-30 5:21
17,825,domicilio,en curso,2019-02-07 12:01
45,458,piso,lista,2021-01-21 10:05
89,723,piso,en curso,2020-02-07 12:30
8,610,domicilio,lista,2021-03-12 10:22
78,376,domicilio,en curso,2019-02-04 10:16
65,98,piso,lista,2020-12-22 12:11
90,803,domicilio,lista,2021-08-01 7:27
44,83,domicilio,en curso,2019-09-02 2:01
98,377,piso,en curso,2021-04-30 8:14
74,790,domicilio,lista,2019-05-27 3:25
15,14,domicilio,en curso,2019-04-14 11:34
97,445,domicilio,en curso,2020-04-29 1:42
83,56,domicilio,en curso,2021-12-14 4:53
97,637,domicilio,en curso,2020-07-29 8:58
23,214,piso,lista,2019-09-07 8:09
82,225,domicilio,lista,2021-03-07 11:01
7,398,piso,lista,2021-11-11 6:57
60,856,piso,lista,2020-03-31 7:18
82,404,piso,en curso,2019-12-11 1:58
77,583,piso,lista,2019-08-08 4:15
84,635,domicilio,lista,2021-07-27 3:10
81,703,piso,en curso,2020-04-17 12:49
52,974,piso,lista,2020-11-01 12:04
25,248,domicilio,lista,2021-10-14 12:28
40,857,domicilio,en curso,2019-03-04 4:06
91,527,domicilio,en curso,2019-05-19 7:15
20,769,domicilio,en curso,2021-11-08 8:17
12,523,domicilio,en curso,2021-06-14 6:18
67,597,domicilio,en curso,2019-05-29 8:48
94,541,domicilio,lista,2020-11-20 12:51
29,653,domicilio,lista,2019-11-28 12:46
95,216,piso,lista,2019-06-21 6:01
98,707,piso,lista,2019-03-16 6:14
30,830,piso,en curso,2019-10-03 4:10
68,521,domicilio,lista,2019-11-14 10:22
26,63,domicilio,en curso,2019-08-23 3:13
15,996,domicilio,lista,2019-07-26 12:41
71,1,domicilio,lista,2019-11-21 4:28
52,460,piso,lista,2021-08-26 12:06
98,551,piso,en curso,2020-05-23 10:40
40,518,domicilio,lista,2021-02-22 6:29
5,996,domicilio,lista,2021-09-24 9:07
46,441,domicilio,en curso,2019-09-26 10:43
12,609,piso,lista,2019-02-08 9:09
28,645,piso,lista,2020-03-19 7:17
29,656,piso,en curso,2020-03-26 5:12
92,622,piso,en curso,2021-09-17 3:40
91,515,piso,en curso,2020-05-24 4:28
59,683,domicilio,en curso,2021-10-11 7:14
61,557,piso,en curso,2020-12-14 12:23
25,136,domicilio,lista,2020-12-29 5:41
15,205,piso,en curso,2021-03-09 3:17
32,531,domicilio,en curso,2019-08-14 6:17
51,213,domicilio,lista,2020-09-08 6:37
18,730,domicilio,en curso,2021-02-22 8:58
90,296,piso,en curso,2021-02-12 6:13
100,656,domicilio,lista,2021-02-27 1:51
41,98,piso,en curso,2020-11-28 10:40
5,242,piso,lista,2019-11-30 4:27
4,551,piso,lista,2020-04-19 9:32
97,978,piso,lista,2020-06-09 10:27
93,896,domicilio,en curso,2019-07-15 6:05
31,143,domicilio,lista,2020-07-22 2:34
29,896,piso,lista,2021-01-05 10:01
51,546,domicilio,en curso,2020-12-19 11:52
84,597,domicilio,lista,2019-07-10 4:37
65,435,domicilio,lista,2019-02-21 3:26
94,250,piso,lista,2019-08-04 9:57
45,925,domicilio,en curso,2021-08-10 1:20
73,644,domicilio,lista,2020-07-09 2:19
50,227,domicilio,en curso,2019-06-10 4:28
41,335,domicilio,en curso,2019-01-31 9:40
16,75,domicilio,en curso,2019-03-18 10:49
20,988,piso,en curso,2019-02-05 11:50
4,309,piso,lista,2020-04-19 8:26
60,824,piso,en curso,2021-09-01 5:03
2,151,domicilio,lista,2021-07-31 5:13
1,653,domicilio,lista,2021-06-15 8:51
38,744,domicilio,lista,2020-05-23 8:30
55,577,domicilio,en curso,2021-10-05 6:59
89,300,domicilio,lista,2019-03-16 9:48
70,33,domicilio,en curso,2021-08-27 8:31
41,615,domicilio,en curso,2020-03-05 9:17
79,508,domicilio,en curso,2019-06-06 5:28
45,425,piso,en curso,2021-03-30 2:40
96,23,domicilio,lista,2019-02-19 5:29
28,632,piso,lista,2021-10-16 1:36
68,815,domicilio,en curso,2019-10-18 7:44
66,809,domicilio,lista,2019-05-18 7:01
94,896,domicilio,lista,2019-06-05 2:36
29,38,domicilio,en curso,2019-12-01 3:07
51,874,piso,lista,2021-11-21 4:19
9,800,piso,lista,2020-06-13 6:35
67,187,piso,en curso,2021-03-23 7:00
71,544,piso,en curso,2021-05-01 3:21
12,523,domicilio,en curso,2021-02-12 4:27
25,997,piso,en curso,2021-01-23 9:52
26,373,domicilio,lista,2021-10-19 6:20
68,799,piso,lista,2021-04-29 7:53
9,239,piso,en curso,2021-10-19 4:48
68,45,domicilio,en curso,2021-06-15 2:12
84,3,domicilio,en curso,2020-09-15 12:25
96,680,piso,lista,2020-08-08 1:27
88,318,domicilio,lista,2020-12-08 6:15
28,708,domicilio,en curso,2020-08-29 5:36
14,11,piso,en curso,2019-06-27 9:17
31,92,piso,lista,2020-08-13 5:16
80,971,domicilio,en curso,2020-10-27 7:22
34,671,piso,lista,2020-10-31 3:11
98,631,piso,en curso,2021-06-06 1:28
75,666,domicilio,en curso,2020-05-31 11:50
11,161,piso,lista,2020-02-27 7:54
53,370,piso,en curso,2019-03-16 3:52
29,409,domicilio,lista,2020-12-30 1:03
55,567,domicilio,en curso,2019-02-27 11:50
11,441,piso,lista,2021-10-26 10:44
29,720,domicilio,en curso,2021-04-21 9:34
100,423,piso,lista,2019-11-03 1:22
21,103,piso,lista,2021-03-14 9:37
75,431,domicilio,en curso,2021-09-01 5:34
97,236,piso,en curso,2021-08-23 1:30
60,122,piso,lista,2021-05-17 3:32
71,298,domicilio,en curso,2021-10-26 3:15
68,900,piso,en curso,2020-05-06 1:25
30,665,piso,lista,2021-06-03 2:47
85,846,piso,lista,2020-12-14 5:24
58,743,piso,lista,2019-03-20 4:00
22,886,domicilio,en curso,2019-12-10 6:00
70,139,piso,lista,2020-11-01 8:15
54,778,piso,en curso,2019-02-21 11:46
81,225,piso,lista,2020-08-08 12:49
70,338,piso,lista,2020-12-13 9:13
49,913,piso,en curso,2020-08-31 11:32
80,682,piso,lista,2020-10-23 11:49
25,216,piso,lista,2019-11-01 12:34
76,348,domicilio,en curso,2021-01-14 4:38
92,415,domicilio,en curso,2019-04-07 4:37
84,996,piso,en curso,2019-02-17 4:11
53,803,domicilio,en curso,2020-02-06 12:11
29,213,piso,lista,2021-12-27 8:59
35,294,domicilio,en curso,2020-05-28 4:23
85,341,domicilio,en curso,2019-04-29 5:43
33,82,piso,en curso,2019-02-19 10:17
34,31,piso,lista,2021-04-21 4:11
5,434,piso,en curso,2019-10-20 10:04
23,913,piso,lista,2021-05-12 4:59
51,610,domicilio,lista,2020-05-29 5:35
58,752,piso,lista,2019-08-07 12:51
48,368,piso,lista,2019-03-09 10:10
32,144,domicilio,en curso,2020-02-03 5:01
15,306,domicilio,en curso,2019-04-20 9:01
85,800,domicilio,lista,2019-11-02 9:43
65,670,piso,en curso,2019-06-09 9:22
4,145,domicilio,en curso,2020-06-19 4:19
22,563,domicilio,lista,2021-12-17 8:37
33,889,domicilio,en curso,2021-06-22 3:36
29,257,piso,lista,2019-09-07 6:03
86,644,domicilio,lista,2021-03-15 1:24
43,42,domicilio,en curso,2021-12-11 5:54
18,935,domicilio,lista,2020-11-08 4:23
97,792,piso,lista,2021-07-12 10:09
45,623,piso,lista,2019-07-01 6:55
51,264,domicilio,en curso,2020-12-24 10:14
63,212,piso,en curso,2019-04-14 7:01
30,367,domicilio,lista,2021-08-20 6:59
53,88,domicilio,en curso,2021-11-05 5:46
39,48,piso,lista,2020-02-12 2:24
62,39,domicilio,en curso,2019-01-25 3:56
88,598,piso,en curso,2021-12-28 12:13
48,364,piso,lista,2021-09-19 11:37
21,87,piso,lista,2020-07-18 3:30
28,77,domicilio,en curso,2021-11-29 7:34
3,589,piso,lista,2019-11-04 12:39
44,783,domicilio,en curso,2019-01-08 4:49
69,728,domicilio,en curso,2019-08-01 12:11
49,524,piso,en curso,2020-05-15 2:50
30,59,domicilio,en curso,2021-03-29 4:30
47,215,domicilio,en curso,2020-07-29 12:13
11,277,domicilio,en curso,2020-06-23 5:49
68,322,piso,en curso,2020-02-22 11:51
32,513,piso,lista,2019-05-10 1:44
20,294,piso,en curso,2021-10-11 8:45
40,512,piso,en curso,2020-07-05 6:20
72,18,piso,lista,2021-01-27 5:39
88,352,domicilio,en curso,2019-12-28 7:48
8,729,piso,lista,2020-08-29 4:07
7,685,domicilio,en curso,2021-11-06 5:53
31,826,piso,lista,2019-07-08 7:43
44,979,piso,lista,2021-02-26 9:11
41,429,piso,en curso,2020-10-26 3:48
48,976,piso,lista,2021-05-31 8:22
28,853,piso,en curso,2021-03-12 7:06
57,209,piso,en curso,2021-11-06 12:27
48,394,piso,en curso,2019-03-03 7:10
54,78,piso,lista,2020-03-07 8:15
38,927,domicilio,lista,2019-06-25 6:54
23,313,piso,en curso,2021-06-18 11:17
4,29,piso,en curso,2019-03-14 4:45
1,619,piso,lista,2019-01-27 6:32
31,960,domicilio,en curso,2021-06-17 8:03
68,247,piso,en curso,2019-05-11 8:46
49,947,piso,en curso,2021-05-31 10:14
91,676,domicilio,lista,2020-11-06 10:19
77,743,domicilio,en curso,2019-12-27 12:19
37,437,piso,lista,2019-03-31 3:28
59,766,piso,lista,2020-11-25 5:46
14,272,domicilio,en curso,2019-12-23 3:57
73,744,piso,en curso,2019-12-29 8:14
80,127,domicilio,lista,2019-07-17 6:08
86,760,piso,en curso,2019-11-07 4:12
53,42,domicilio,lista,2021-12-11 8:26
79,836,piso,en curso,2020-04-07 2:30
2,398,domicilio,en curso,2020-01-26 1:47
36,527,domicilio,lista,2019-06-16 4:12
50,282,domicilio,en curso,2020-05-21 2:55
81,645,domicilio,en curso,2021-10-15 6:19
58,97,domicilio,en curso,2019-06-10 3:43
55,223,domicilio,en curso,2021-07-20 7:04
87,226,domicilio,en curso,2021-02-11 7:06
50,601,domicilio,lista,2020-06-04 4:29
37,47,domicilio,lista,2021-05-06 6:36
93,793,domicilio,lista,2019-04-22 12:19
5,968,domicilio,en curso,2019-08-21 7:18
4,41,domicilio,lista,2019-10-06 6:12
90,792,piso,en curso,2019-11-05 2:23
9,25,domicilio,lista,2021-03-02 3:42
25,66,piso,en curso,2020-09-18 3:45
55,996,domicilio,lista,2020-07-12 7:56
12,622,domicilio,en curso,2019-07-30 1:50
76,713,domicilio,lista,2020-05-14 6:12
20,10,domicilio,lista,2020-06-04 7:54
56,673,domicilio,lista,2020-08-23 4:34
93,282,piso,lista,2020-11-27 9:52
56,92,domicilio,en curso,2021-07-31 2:26
89,655,domicilio,lista,2019-04-26 6:44
20,49,domicilio,en curso,2021-11-17 5:39
36,543,domicilio,lista,2020-04-17 6:11
42,991,domicilio,en curso,2021-03-26 5:03
21,29,domicilio,en curso,2021-08-24 6:33
29,546,domicilio,en curso,2020-08-10 12:51
20,413,piso,en curso,2019-01-23 3:42
16,960,piso,lista,2019-08-26 10:44
31,459,domicilio,lista,2020-05-16 5:46
2,680,domicilio,lista,2021-04-19 2:33
96,669,piso,lista,2019-09-20 2:25
1,350,piso,lista,2021-04-19 9:36
86,163,domicilio,lista,2019-08-07 7:27
46,722,piso,lista,2021-05-17 2:19
5,140,domicilio,lista,2021-08-12 10:58
81,634,domicilio,lista,2021-03-04 11:37
88,592,piso,en curso,2019-09-17 5:37
6,24,piso,en curso,2020-02-07 7:02
96,246,piso,lista,2021-01-13 6:45
35,253,piso,lista,2019-05-15 10:18
15,834,domicilio,en curso,2020-05-13 9:58
87,419,domicilio,en curso,2020-08-03 1:38
69,663,domicilio,en curso,2020-11-08 1:41
66,848,piso,en curso,2020-09-29 12:53
91,732,piso,lista,2021-11-18 12:02
80,578,domicilio,en curso,2019-01-24 3:32
22,843,piso,en curso,2020-01-07 8:07
6,866,domicilio,en curso,2019-05-16 8:32
67,571,domicilio,lista,2021-08-22 10:23
13,764,domicilio,en curso,2020-01-07 4:33
46,951,domicilio,lista,2020-11-26 6:37
38,28,piso,en curso,2019-01-17 1:51
60,999,piso,en curso,2020-09-12 8:22
84,261,piso,lista,2020-07-13 11:21
21,723,piso,lista,2021-01-16 10:46
70,732,piso,lista,2020-04-19 5:30
87,915,piso,lista,2019-02-25 8:33
93,187,piso,en curso,2019-07-13 10:28
40,375,piso,lista,2020-05-14 6:10
38,456,domicilio,en curso,2019-11-11 4:15
17,907,domicilio,lista,2019-10-22 3:40
15,150,domicilio,lista,2020-10-20 12:57
49,133,piso,lista,2019-04-17 6:24
48,417,domicilio,lista,2020-06-09 5:05
57,364,piso,lista,2020-09-03 5:02
53,399,domicilio,en curso,2019-05-04 8:32
58,915,piso,en curso,2019-05-06 10:47
56,824,domicilio,en curso,2019-06-09 5:37
46,268,domicilio,lista,2021-07-03 10:20
60,233,domicilio,en curso,2021-10-28 9:26
46,362,piso,en curso,2021-09-06 10:47
82,938,domicilio,lista,2019-07-04 7:54
47,260,domicilio,lista,2021-06-03 8:55
57,118,domicilio,lista,2021-09-16 1:41
60,7,domicilio,en curso,2020-04-15 10:14
61,353,domicilio,en curso,2021-02-20 10:45
31,955,domicilio,en curso,2020-02-27 4:28
97,833,piso,lista,2020-06-05 2:11
13,219,piso,en curso,2019-05-11 7:41
86,318,domicilio,lista,2021-12-27 12:22
36,461,domicilio,en curso,2021-12-17 4:52
25,895,piso,en curso,2019-05-17 7:03
37,442,domicilio,lista,2021-09-17 9:57
70,636,piso,en curso,2021-04-12 10:53
34,603,piso,en curso,2021-12-02 5:41
33,1,piso,lista,2019-04-12 5:36
75,440,piso,lista,2019-11-11 8:41
46,662,piso,en curso,2020-12-29 10:19
37,303,piso,en curso,2021-08-20 2:57
90,267,piso,en curso,2020-12-17 1:44
18,335,domicilio,lista,2019-12-09 10:04
83,899,domicilio,en curso,2021-08-08 1:21
4,204,domicilio,lista,2019-06-23 7:32
78,419,piso,lista,2021-11-10 11:47
3,153,piso,en curso,2021-05-20 8:14
7,729,piso,lista,2021-09-20 11:16
24,695,piso,lista,2020-03-08 10:20
51,852,piso,lista,2020-04-26 5:26
36,146,piso,lista,2021-11-30 6:24
40,408,piso,lista,2019-10-20 1:33
55,190,piso,lista,2020-10-22 5:58
29,747,domicilio,en curso,2020-12-18 3:37
65,358,piso,lista,2021-05-29 6:11
95,958,piso,lista,2019-05-23 8:12
55,330,domicilio,lista,2020-10-30 5:12
30,234,domicilio,lista,2019-05-25 8:09
80,653,domicilio,lista,2019-06-24 3:22
78,81,piso,lista,2021-11-09 1:20
9,190,piso,en curso,2021-05-27 11:15
98,540,piso,lista,2021-11-05 6:23
54,296,piso,en curso,2019-04-25 2:41
58,496,piso,en curso,2021-06-25 9:43
52,484,piso,lista,2021-09-15 6:41
10,858,domicilio,lista,2019-03-09 9:35
60,484,piso,lista,2019-03-10 1:16
74,332,domicilio,en curso,2019-09-16 10:14
13,680,piso,en curso,2020-09-19 8:15
72,156,piso,lista,2021-08-01 3:20
94,429,piso,lista,2019-12-17 6:56
68,96,domicilio,en curso,2020-07-21 9:08
24,883,piso,lista,2019-02-17 1:07
81,397,piso,en curso,2021-07-09 9:42
36,576,domicilio,lista,2020-06-18 7:17
51,941,domicilio,lista,2021-12-30 3:45
84,828,piso,en curso,2019-08-05 6:16
34,400,domicilio,lista,2020-03-29 4:15
92,404,piso,en curso,2021-06-27 9:41
49,578,domicilio,lista,2021-11-08 4:32
82,836,piso,en curso,2020-05-21 1:30
7,486,domicilio,lista,2020-06-14 3:01
74,536,piso,en curso,2019-08-06 8:52
38,773,domicilio,lista,2020-03-01 10:41
25,324,domicilio,lista,2021-01-10 2:36
37,28,piso,en curso,2021-12-18 10:24
88,851,domicilio,en curso,2021-01-28 1:52
28,439,piso,en curso,2021-03-04 6:34
11,276,piso,lista,2020-01-05 12:27
97,987,piso,lista,2021-06-18 6:01
71,342,domicilio,en curso,2021-03-18 3:18
55,439,domicilio,en curso,2020-05-09 9:34
56,435,piso,en curso,2020-09-30 8:12
31,849,domicilio,en curso,2021-04-07 11:41
37,477,piso,lista,2021-03-07 10:15
89,921,domicilio,en curso,2019-08-12 10:30
98,48,piso,lista,2019-07-02 3:38
49,445,piso,en curso,2020-07-05 8:45
29,693,piso,lista,2020-01-24 2:00
4,110,domicilio,en curso,2020-11-23 4:24
67,544,piso,en curso,2019-03-12 2:22
32,185,domicilio,lista,2021-06-20 7:18
26,431,piso,lista,2020-04-18 7:12
80,558,domicilio,lista,2021-05-08 9:23
95,23,domicilio,lista,2021-08-22 1:29
67,726,domicilio,lista,2019-04-10 1:41
31,258,domicilio,lista,2019-02-15 1:44
51,749,domicilio,lista,2021-11-01 7:14
56,438,piso,lista,2021-01-01 10:25
90,134,domicilio,en curso,2021-08-09 12:36
13,142,piso,lista,2019-09-29 1:43
62,793,domicilio,lista,2021-06-02 5:41
10,944,piso,lista,2019-05-10 5:26
36,967,piso,lista,2019-12-23 1:29
37,479,domicilio,lista,2020-10-07 5:03
34,751,piso,en curso,2020-01-13 3:53
36,869,piso,lista,2021-01-11 10:16
45,536,piso,en curso,2019-02-22 8:30
55,951,domicilio,en curso,2020-09-22 9:44
82,309,piso,en curso,2020-06-26 10:56
74,547,piso,lista,2021-12-14 1:20
85,48,piso,lista,2021-03-14 9:06
50,364,piso,lista,2019-03-29 9:02
7,222,piso,lista,2019-02-24 11:36
53,533,domicilio,lista,2019-08-23 4:56
98,454,domicilio,lista,2020-06-13 12:19
63,139,piso,en curso,2019-01-06 2:48
14,760,domicilio,en curso,2021-06-01 3:22
8,592,domicilio,lista,2021-07-15 9:47
49,740,domicilio,en curso,2021-03-08 5:28
100,944,domicilio,lista,2020-12-23 10:18
3,256,domicilio,en curso,2020-04-03 4:23
20,219,domicilio,en curso,2020-06-19 1:34
5,902,domicilio,en curso,2020-07-17 1:07
69,8,domicilio,en curso,2020-04-11 9:43
22,696,domicilio,lista,2019-06-26 1:11
43,194,domicilio,en curso,2020-01-09 7:11
12,351,domicilio,en curso,2021-11-20 7:01
17,318,piso,lista,2019-11-14 7:25
34,179,piso,en curso,2020-07-07 4:22
35,591,domicilio,lista,2019-09-15 9:47
62,798,domicilio,en curso,2019-03-16 6:17
65,585,domicilio,en curso,2019-11-08 4:29
64,865,domicilio,en curso,2019-11-18 8:57
5,143,domicilio,en curso,2021-03-25 8:06
68,52,piso,en curso,2020-06-01 8:40
40,10,piso,lista,2021-03-30 5:25
32,422,piso,lista,2020-06-26 12:37
78,19,domicilio,lista,2020-12-03 4:14
76,543,domicilio,en curso,2019-09-02 6:44
72,51,domicilio,en curso,2020-09-01 8:19
49,59,domicilio,lista,2021-06-02 6:54
32,458,domicilio,lista,2021-11-12 8:32
69,747,domicilio,en curso,2021-11-09 8:23
35,431,piso,en curso,2021-12-08 9:17
40,221,domicilio,lista,2021-10-09 9:49
53,898,piso,en curso,2019-12-22 7:14
10,961,domicilio,lista,2020-03-14 10:31
16,175,domicilio,en curso,2019-11-09 1:35
40,970,domicilio,lista,2020-12-10 4:44
83,710,piso,lista,2019-06-29 5:25
15,548,piso,lista,2020-09-21 9:14
69,578,piso,lista,2019-06-11 9:28
77,273,piso,en curso,2020-01-09 10:28
49,39,domicilio,en curso,2019-09-11 6:48
89,802,domicilio,lista,2020-10-03 5:05
6,116,piso,lista,2019-03-03 2:05
86,499,piso,lista,2021-03-27 7:02
40,641,piso,lista,2021-08-13 8:29
35,476,domicilio,en curso,2019-01-16 9:27
98,95,piso,en curso,2019-03-17 12:32
49,268,piso,lista,2019-10-27 2:40
52,850,domicilio,en curso,2019-12-11 12:27
46,132,piso,lista,2020-02-05 1:17
12,865,piso,en curso,2019-12-26 9:44
71,244,piso,lista,2019-07-14 8:37
81,70,domicilio,en curso,2020-04-26 10:35
66,135,domicilio,en curso,2021-10-17 3:35
48,203,domicilio,en curso,2020-12-09 3:36
85,642,piso,lista,2019-05-05 9:36
18,777,domicilio,en curso,2019-06-07 6:55
17,901,domicilio,lista,2019-05-03 10:18
83,326,domicilio,en curso,2019-12-12 7:52
47,829,piso,en curso,2019-03-10 1:26
47,165,domicilio,en curso,2019-03-28 3:44
21,390,piso,lista,2020-09-15 9:13
63,154,piso,lista,2020-07-11 4:40
16,247,piso,en curso,2021-09-17 7:20
70,896,piso,en curso,2021-03-18 9:43
9,640,domicilio,lista,2021-12-01 3:06
77,95,piso,en curso,2021-07-23 7:13
63,672,piso,en curso,2019-02-03 5:33
26,743,domicilio,en curso,2019-02-18 7:13
99,106,piso,lista,2020-01-24 2:34
89,460,domicilio,lista,2019-06-26 12:01
68,545,domicilio,en curso,2020-11-24 2:06
49,764,piso,lista,2021-07-29 8:41
59,962,piso,en curso,2019-09-20 6:08
12,807,piso,en curso,2021-01-18 5:54
46,795,domicilio,en curso,2021-07-15 5:32
52,695,domicilio,lista,2020-03-20 2:43
90,18,domicilio,en curso,2019-05-20 10:48
94,648,piso,en curso,2021-12-13 7:09
75,21,domicilio,lista,2020-08-01 6:52
69,382,piso,lista,2020-02-29 3:18
31,171,piso,en curso,2019-03-27 8:16
29,673,piso,en curso,2020-11-28 6:19
66,916,piso,en curso,2020-04-09 6:03
88,462,piso,lista,2021-04-13 12:46
65,212,piso,en curso,2019-04-03 12:13
80,818,domicilio,lista,2019-09-06 10:25
85,932,domicilio,en curso,2020-11-07 4:21
39,47,domicilio,en curso,2020-10-30 7:08
93,505,piso,en curso,2021-05-27 3:12
37,766,piso,lista,2020-02-13 3:41
23,119,domicilio,lista,2021-03-28 4:52
41,722,domicilio,en curso,2020-04-14 3:29
4,180,domicilio,lista,2020-01-06 7:40
65,260,domicilio,en curso,2021-01-26 5:53
93,221,domicilio,en curso,2021-06-21 6:00
46,748,piso,lista,2020-01-12 3:08
45,677,domicilio,en curso,2020-10-29 3:01
15,961,piso,en curso,2019-10-10 5:03
3,995,domicilio,en curso,2020-06-16 6:39
29,102,piso,en curso,2019-07-13 1:11
22,216,piso,lista,2020-09-27 6:35
18,622,piso,en curso,2021-12-09 3:02
37,280,piso,lista,2021-11-28 10:13
97,75,piso,lista,2020-01-29 5:48
75,897,domicilio,lista,2020-05-22 9:42
88,3,domicilio,lista,2021-09-06 5:54
9,355,piso,lista,2019-04-02 1:12
20,2,piso,lista,2021-03-28 1:22
7,375,piso,lista,2021-07-01 10:27
21,827,domicilio,en curso,2021-05-04 4:31
37,837,domicilio,lista,2021-09-13 6:38
87,620,domicilio,en curso,2019-06-26 2:32
8,760,domicilio,en curso,2020-11-19 1:08
18,697,domicilio,en curso,2020-07-27 7:17
91,417,piso,lista,2021-04-21 7:55
74,743,domicilio,lista,2019-04-11 8:34
79,866,domicilio,lista,2021-04-13 4:42
93,84,piso,lista,2021-07-02 4:32
74,878,domicilio,lista,2020-10-05 11:35
43,723,piso,lista,2019-04-01 1:11
48,598,piso,lista,2021-12-27 7:54
35,928,piso,lista,2019-04-21 10:17
38,306,piso,en curso,2021-03-08 2:59
71,997,domicilio,lista,2021-03-28 2:12
64,362,domicilio,lista,2020-01-29 10:25
92,614,piso,en curso,2020-05-27 12:29
46,932,piso,lista,2021-01-23 4:09
11,744,piso,lista,2019-06-19 12:09
63,887,piso,lista,2020-05-07 3:33
62,881,domicilio,en curso,2019-07-10 10:41
97,906,piso,en curso,2020-09-08 7:17
99,676,domicilio,lista,2020-04-27 12:12
29,372,domicilio,lista,2019-03-17 7:15
96,373,domicilio,en curso,2020-07-26 6:28
1,913,domicilio,lista,2021-08-07 5:30
68,317,piso,en curso,2019-01-19 11:15
